Index	ObjectName	OpenSpriteName	ClosedSpriteName	ActivateDelay	OpenAngle	ClosedLineThickness	IsTarget	RotateTowardsDest	Speed	Size	NextDestDist	CloseDuration	ResponseWindow	MinAnimGap	RatesAndDurations	AngleProbs	AngleRanges	NumDestWithoutBigTurn	ObjectColor	Opacity	SliderChange	MouthAngles	RewardPulsesBySec
110	D51	Pacman	Pacman	100	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
111	D52	Pacman	Pacman	100	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
112	D53	Pacman	Pacman	100	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
113	D54	Pacman	Pacman	100	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
114	D55	Pacman	Pacman	100	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
115	D56	Pacman	Pacman	110	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
116	D57	Pacman	Pacman	110	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
117	D58	Pacman	Pacman	110	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
118	D59	Pacman	Pacman	110	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
119	D60	Pacman	Pacman	110	45	5	FALSE	FALSE	300	160	140	0.5	[.01, .9]	1.4	[[.3, 10]]	[.4, .5, .1]	[[0, 16], [16, 46], [46, 181]]	4	[158, 93, 253]	0.95	1	[[45,1]]	[]
